Twinned,Orientation,Strain_level,Grain_size,Triple_points,Near_edge,T_SF1,T_SF2,T_SF3,T_SF4,T_SF5,T_SF6,S_SF1,S_SF2,S_SF3,Neighbor_grain_n,Max_B-b_m,Min_B-b_m,Mean_B-b_m,Max_B-t_m,Min_B-t_m,Mean_B-t_m,Max_Gbmisang,Min_Gbmisang,Mean_Gbmisang,Max_deltaGs,Min_deltaGs,Mean_deltaGs,Max_deltaBSF,Min_deltaBSF,Mean_deltaBSF
0,90,0.06,5.12,4,1,0.0746,0.0656,-0.1352,-0.1720,-0.2620,-0.3077,0.3685,0.2447,0.1238,5,0.9339,0.5606,0.7653,0.8740,0.0011,0.3408,45.55,19.38,31.82,3.10,-1.65,0.59,0.0905,-0.1886,-0.0211
0,90,0.06,7.24,10,0,0.0045,0.0026,-0.3018,-0.3159,-0.3928,-0.4089,0.1351,0.0804,0.0547,10,0.9276,0.1576,0.5413,0.8855,0.0015,0.2323,70.34,21.31,53.47,10.11,-5.16,-2.15,0.3356,-0.0496,0.1368
0,90,0.06,7.10,6,0,-0.0063,-0.0182,-0.1399,-0.1626,-0.3867,-0.4214,0.2561,0.2078,0.0484,6,0.9476,0.6074,0.8208,0.8250,0.0003,0.3113,52.81,18.33,27.07,12.09,-3.22,1.12,0.1808,-0.2309,-0.0274
0,90,0.06,6.19,5,0,-0.0940,-0.1044,-0.1097,-0.1208,-0.4599,-0.4813,0.1451,0.1419,0.0032,5,0.8810,0.6581,0.7435,0.6468,0.0222,0.3109,38.18,12.23,25.91,3.74,-2.89,0.86,0.2823,-0.0609,0.0883
0,90,0.06,7.40,7,0,0.1304,0.1241,-0.0836,-0.1294,-0.1504,-0.2026,0.4381,0.2613,0.1768,7,0.9441,0.4002,0.7302,0.9430,0.0002,0.3372,52.65,18.96,34.06,8.11,-5.20,-0.61,0.0181,-0.2211,-0.1098
0,90,0.06,3.04,5,0,-0.0003,-0.0003,-0.3603,-0.3620,-0.3855,-0.3873,0.0160,0.0084,0.0076,5,0.9652,0.7382,0.8031,0.8705,0.0475,0.3424,37.10,14.56,29.05,21.16,1.49,8.16,0.3957,0.0588,0.2930
0,90,0.06,4.26,6,0,0.1413,0.1378,-0.0840,-0.1198,-0.1325,-0.1719,0.4493,0.2483,0.2010,6,0.9305,0.5766,0.7937,0.8764,0.0077,0.3426,46.09,20.24,29.27,4.49,-0.69,1.82,-0.0363,-0.4029,-0.2221
0,90,0.06,7.39,6,0,0.1440,0.1332,-0.0292,-0.0743,-0.1318,-0.1877,0.4510,0.2977,0.1533,6,0.9674,0.6518,0.8220,0.8782,0.0109,0.3388,36.42,11.92,25.17,16.81,-3.37,4.31,-0.0628,-0.4087,-0.2033
0,90,0.06,2.08,4,0,0.0868,0.0809,-0.1527,-0.1925,-0.2334,-0.2790,0.3812,0.2301,0.1511,4,0.9462,0.5168,0.7392,0.8347,0.0024,0.2959,57.69,14.65,36.22,5.16,1.19,2.68,0.0731,-0.2461,-0.1233
0,90,0.06,3.15,3,0,0.0330,0.0303,-0.2664,-0.2934,-0.3295,-0.3592,0.2533,0.1444,0.1090,3,0.9330,0.6920,0.7929,0.8911,0.0281,0.3451,36.64,20.99,30.89,8.43,2.87,5.40,0.2450,0.0173,0.1465
0,90,0.06,5.45,5,0,-0.0169,-0.0270,-0.1596,-0.1795,-0.4087,-0.4387,0.2229,0.1793,0.0437,5,0.9476,0.6720,0.8395,0.7463,0.0003,0.3154,35.64,18.33,24.84,5.19,-1.56,0.74,0.2198,-0.1977,-0.0509
0,90,0.06,6.68,6,0,0.0062,0.0036,-0.2861,-0.3024,-0.3917,-0.4106,0.1572,0.0962,0.0610,6,0.7106,0.1781,0.4653,0.9782,0.0003,0.3231,72.84,35.59,50.42,11.39,-1.89,3.68,0.3197,0.1143,0.2333
1,90,0.06,4.51,4,0,0.4926,0.4924,0.4913,0.4884,0.4810,0.4756,0.1220,0.0881,0.0339,4,0.3933,0.0396,0.1939,0.9743,0.0051,0.3188,80.20,44.55,65.01,12.40,-0.06,4.72,0.3487,-0.0785,0.1349
0,90,0.06,7.97,3,0,-0.0194,-0.0275,-0.1836,-0.2013,-0.4216,-0.4474,0.1944,0.1517,0.0427,3,0.9031,0.6745,0.7991,0.7506,0.0058,0.3190,47.01,20.68,34.42,9.58,-3.34,4.80,0.2115,-0.0966,0.0219
0,90,0.06,11.28,12,0,-0.0201,-0.0267,-0.2030,-0.2188,-0.4295,-0.4519,0.1704,0.1294,0.0410,12,0.9766,0.6652,0.8225,0.8760,0.0089,0.3252,37.32,12.17,27.00,4.23,-9.08,-4.87,0.2974,-0.0946,0.0947
0,90,0.06,9.20,3,1,-0.0334,-0.0337,-0.2487,-0.2495,-0.4651,-0.4661,0.0078,0.0057,0.0021,4,0.9226,0.7943,0.8535,0.8033,0.0741,0.3465,30.18,22.77,26.62,1.04,-5.28,-1.07,0.3574,0.0009,0.2119
0,90,0.06,4.96,5,0,0.0182,0.0074,-0.1521,-0.1786,-0.3579,-0.3953,0.2848,0.2150,0.0698,5,0.8105,0.4313,0.6546,0.8848,0.0021,0.3057,55.97,34.47,42.89,3.26,0.16,1.44,0.1265,-0.1049,0.0108
0,90,0.06,5.57,5,0,0.3113,0.2992,0.2299,0.1828,0.1746,0.1154,0.4748,0.3185,0.1563,5,0.8411,0.4146,0.6524,0.9352,0.0006,0.3281,55.23,29.40,41.07,6.67,-1.82,0.53,-0.0343,-0.3434,-0.1415
0,90,0.06,10.79,7,0,-0.0392,-0.0568,-0.0584,-0.0776,-0.3717,-0.4117,0.2716,0.2642,0.0074,7,0.9617,0.2270,0.6450,0.9363,0.0052,0.3160,74.14,15.91,35.16,10.39,-6.51,-1.16,0.1991,-0.1143,0.0362
0,90,0.06,8.98,8,0,-0.0072,-0.0120,-0.2378,-0.2537,-0.4176,-0.4384,0.1636,0.1142,0.0494,8,0.9248,0.4505,0.7194,0.8761,0.0009,0.3290,48.79,19.32,35.57,5.60,-5.86,-1.65,0.2830,-0.1532,0.0359
0,90,0.06,3.47,2,1,0.0817,0.0590,0.0156,-0.0180,-0.2075,-0.2638,0.4017,0.3524,0.0493,3,0.8501,0.4613,0.7135,0.9885,0.0057,0.3534,50.06,27.72,35.31,1.72,-0.74,0.88,-0.0333,-0.2219,-0.1087
0,90,0.06,3.32,5,0,0.1626,0.1623,-0.0620,-0.0653,-0.1143,-0.1180,0.4686,0.2368,0.2319,5,0.9444,0.3548,0.6793,0.9455,0.0015,0.3431,54.07,16.19,35.21,7.05,-0.51,2.84,-0.0942,-0.4638,-0.2846
0,90,0.06,5.17,7,0,0.0267,0.0262,-0.3076,-0.3224,-0.3325,-0.3479,0.2246,0.1159,0.1087,7,0.9462,0.3137,0.7374,0.9589,0.0001,0.3241,59.83,14.65,33.80,3.57,-3.09,-0.07,0.2297,-0.1783,0.0436
0,90,0.06,3.27,5,0,0.0088,0.0029,-0.2250,-0.2464,-0.3877,-0.4150,0.2176,0.1486,0.0690,5,0.9276,0.3769,0.6274,0.6551,0.0040,0.2671,59.86,21.31,45.37,3.97,-1.19,1.03,0.2368,-0.0824,0.1489
0,90,0.06,4.63,4,0,-0.0001,-0.0015,-0.3122,-0.3225,-0.4026,-0.4142,0.0978,0.0580,0.0398,4,0.9023,0.1479,0.6618,0.7010,0.0136,0.2917,74.70,20.88,41.17,12.92,-0.96,6.70,0.3729,0.0474,0.2063
0,90,0.06,6.02,7,0,0.1246,0.0993,0.0746,0.0390,-0.1284,-0.1893,0.4305,0.3848,0.0458,7,0.9119,0.6481,0.7736,0.8423,0.0017,0.3391,41.44,14.65,28.60,11.33,-2.87,2.90,0.0678,-0.2992,-0.1123
0,90,0.06,3.88,4,0,-0.0824,-0.0839,-0.1695,-0.1716,-0.4913,-0.4948,0.0252,0.0224,0.0028,4,0.7910,0.6074,0.6818,0.7812,0.0052,0.3329,31.97,23.44,28.24,6.76,1.56,3.80,0.2309,0.0485,0.1687
0,90,0.06,4.09,6,0,0.1461,0.1215,0.0885,0.0513,-0.0976,-0.1595,0.4428,0.3862,0.0566,6,0.9579,0.4765,0.7067,0.8992,0.0009,0.3358,53.12,12.32,31.16,6.55,1.12,4.36,-0.0458,-0.3805,-0.2506
0,90,0.06,11.43,7,0,-0.0260,-0.0337,-0.1848,-0.2010,-0.4310,-0.4549,0.1787,0.1410,0.0377,7,0.9777,0.6237,0.8082,0.9081,0.0002,0.3421,34.68,10.73,25.73,6.67,-8.92,-3.68,0.2891,-0.1732,0.0794
0,90,0.06,6.07,3,0,0.0928,0.0908,-0.1771,-0.2038,-0.2196,-0.2483,0.3881,0.2073,0.1808,3,0.9674,0.8238,0.9065,0.6470,0.0197,0.3360,27.77,11.92,19.49,18.14,1.33,8.61,0.0628,-0.1704,-0.0663
0,90,0.06,11.58,10,0,0.0115,0.0011,-0.1584,-0.1835,-0.3696,-0.4052,0.2707,0.2054,0.0653,10,0.9673,0.6245,0.8433,0.8668,0.0019,0.3347,42.54,14.53,25.47,7.61,-9.18,-3.59,0.2277,-0.1121,0.0977
0,90,0.06,8.51,4,1,0.0613,0.0549,-0.1817,-0.2163,-0.2853,-0.3262,0.3375,0.2113,0.1262,5,0.9659,0.7413,0.8474,0.8677,0.0563,0.3315,36.96,14.20,25.50,2.30,-4.84,-1.21,0.0591,-0.3297,-0.2078
0,90,0.06,4.12,7,0,0.1434,0.1359,-0.0549,-0.1017,-0.1285,-0.1827,0.4507,0.2754,0.1753,7,0.9350,0.5050,0.7210,0.8356,0.0027,0.3181,56.21,19.80,35.32,8.12,-1.75,1.13,-0.0074,-0.3155,-0.1443
0,90,0.06,8.23,4,0,0.0216,0.0206,-0.3087,-0.3310,-0.3400,-0.3634,0.2041,0.1089,0.0952,5,0.9624,0.8661,0.9141,0.7818,0.0031,0.3230,26.79,15.67,21.72,10.96,-4.81,0.98,0.1982,0.0188,0.1050
0,90,0.06,3.36,6,0,0.2271,0.2001,0.1931,0.1557,0.0471,-0.0173,0.4543,0.4076,0.0467,6,0.9145,0.3769,0.6181,0.8808,0.0043,0.3238,59.86,17.37,40.40,8.05,-1.28,2.54,-0.0436,-0.4080,-0.2092
0,90,0.06,3.42,4,0,0.0670,0.0509,-0.0618,-0.0961,-0.2605,-0.3108,0.3778,0.2970,0.0808,4,0.9584,0.8804,0.9172,0.7210,0.0188,0.3382,26.61,12.96,19.74,8.17,0.91,4.22,0.0873,-0.1737,-0.0749
0,90,0.06,7.10,8,0,0.0431,0.0370,-0.2056,-0.2360,-0.3211,-0.3576,0.2986,0.1897,0.1089,8,0.8516,0.2869,0.5905,0.9770,0.0016,0.3490,57.50,26.61,42.06,3.27,-3.78,-1.22,0.1700,-0.2712,-0.0287
0,90,0.06,6.07,6,0,0.0156,0.0119,-0.2649,-0.2860,-0.3734,-0.3982,0.2053,0.1269,0.0784,6,0.9363,0.8467,0.8974,0.8126,0.0192,0.3381,24.57,17.82,21.16,4.30,-3.26,-0.56,0.2633,-0.2005,0.0874
0,90,0.06,9.69,7,0,-0.0467,-0.0485,-0.2180,-0.2220,-0.4732,-0.4790,0.0435,0.0342,0.0094,7,0.8847,0.0396,0.6691,0.7854,0.0484,0.3222,80.20,20.59,39.88,7.22,-5.27,-1.32,0.2490,0.0785,0.1318
0,90,0.06,10.28,8,0,0.0334,0.0290,-0.2380,-0.2655,-0.3373,-0.3693,0.2656,0.1626,0.1030,8,0.9248,0.0905,0.7171,0.8667,0.0078,0.3185,80.82,21.77,36.30,7.27,-6.62,-0.43,0.2051,-0.2482,-0.0295
0,90,0.06,9.93,9,0,-0.0612,-0.0766,-0.0869,-0.1041,-0.4137,-0.4463,0.2229,0.2146,0.0083,9,0.8909,0.0370,0.5869,0.7853,0.0034,0.3044,79.10,20.86,34.16,8.14,-6.63,-1.67,0.2540,-0.0778,0.1340
0,90,0.06,2.96,5,0,0.2288,0.2128,0.1991,0.1780,0.0612,-0.0032,0.4432,0.4205,0.0228,5,0.9088,0.6740,0.8159,0.7585,0.0209,0.3450,30.48,14.07,24.15,9.28,-0.55,2.65,0.0373,-0.0325,0.0088
0,90,0.06,5.79,3,0,0.3092,0.2904,0.2542,0.2122,0.1728,0.1120,0.4593,0.3554,0.1039,3,0.8837,0.1898,0.5900,0.8641,0.0398,0.3497,65.70,21.40,40.21,12.29,0.89,5.01,-0.0260,-0.3020,-0.1596
0,90,0.06,4.71,6,0,0.0980,0.0821,-0.0376,-0.0757,-0.2096,-0.2636,0.4107,0.3120,0.0988,6,0.9350,0.5613,0.8157,0.8321,0.0019,0.3265,52.03,17.37,30.15,6.70,-2.30,-0.12,0.0698,-0.2206,-0.0380
0,90,0.06,17.55,20,0,0.1043,0.1004,-0.1426,-0.1861,-0.1921,-0.2395,0.4059,0.2295,0.1763,19,0.9703,0.0709,0.6346,0.9870,0.0004,0.3208,88.34,13.93,41.10,-1.41,-15.24,-11.10,0.0648,-0.3894,-0.2069
0,90,0.06,1.95,3,0,-0.0221,-0.0392,-0.0793,-0.1018,-0.3717,-0.4112,0.2766,0.2528,0.0238,3,0.9521,0.8395,0.9096,0.8223,0.0561,0.3382,27.64,14.82,20.72,6.93,3.76,5.64,0.1200,-0.2018,-0.0935
0,90,0.06,5.19,7,0,0.0093,0.0061,-0.2729,-0.2914,-0.3864,-0.4082,0.1799,0.1118,0.0680,7,0.8591,0.4210,0.6383,0.8835,0.0060,0.3051,57.31,25.17,41.88,1.28,-2.46,-0.60,0.2432,-0.1302,0.1171
0,90,0.06,18.10,14,0,0.0338,0.0301,-0.2499,-0.2773,-0.3335,-0.3646,0.2614,0.1552,0.1062,14,0.9729,0.1953,0.8502,0.7803,0.0174,0.3179,79.91,12.50,25.87,-3.63,-15.01,-10.87,0.2063,-0.2559,-0.0287
0,90,0.06,8.18,7,0,-0.0275,-0.0300,-0.2445,-0.2516,-0.4534,-0.4630,0.0748,0.0543,0.0205,7,0.9652,0.7312,0.8328,0.8678,0.0145,0.3311,34.57,14.56,26.94,16.02,-6.24,-0.43,0.3218,-0.0588,0.1711
0,90,0.06,8.88,8,0,0.0974,0.0921,-0.1429,-0.1847,-0.2108,-0.2578,0.3966,0.2336,0.1630,8,0.9659,0.7162,0.8424,0.9145,0.0022,0.3345,37.81,14.20,27.04,1.93,-6.93,-3.08,0.0151,-0.3806,-0.2178
0,90,0.06,2.73,2,1,0.0239,0.0066,-0.0720,-0.1004,-0.3185,-0.3642,0.3308,0.2811,0.0497,3,0.8501,0.4663,0.7113,0.8109,0.0016,0.3023,57.31,27.72,39.53,2.46,0.27,1.16,0.0709,-0.2811,-0.1204
0,90,0.06,2.56,2,0,0.0742,0.0729,-0.2142,-0.2353,-0.2533,-0.2757,0.3551,0.1866,0.1685,3,0.9673,0.6085,0.8453,0.6803,0.0086,0.2946,50.93,11.89,26.01,4.98,1.77,2.97,-0.0835,-0.3138,-0.1765
0,90,0.06,9.98,8,0,0.0242,0.0220,-0.2833,-0.3070,-0.3463,-0.3723,0.2216,0.1259,0.0957,7,0.9276,0.0279,0.7265,0.9089,0.0117,0.3107,88.42,17.07,35.68,7.57,-6.06,0.29,0.2215,-0.0081,0.1213
0,90,0.06,24.20,22,0,-0.0217,-0.0423,-0.0434,-0.0663,-0.3464,-0.3899,0.2969,0.2866,0.0102,21,0.9945,0.0646,0.6421,0.9754,0.0016,0.3287,87.53,4.75,37.20,-11.78,-22.06,-18.52,0.1987,-0.2809,-0.0131
0,90,0.06,6.37,5,0,0.0240,0.0218,-0.2851,-0.3086,-0.3463,-0.3720,0.2200,0.1246,0.0955,5,0.8966,0.6746,0.7666,0.9169,0.0092,0.3313,42.00,21.53,32.47,0.73,-1.41,-0.47,0.2030,-0.1927,0.0227
0,90,0.06,9.02,5,0,-0.0224,-0.0243,-0.2597,-0.2658,-0.4487,-0.4567,0.0635,0.0446,0.0190,5,0.9777,0.8991,0.9381,0.7382,0.0118,0.3307,23.59,10.73,17.46,9.07,-2.21,2.69,0.2486,0.0645,0.1407
0,90,0.06,8.06,7,0,0.2636,0.2596,0.1254,0.1018,0.0716,0.0439,0.4983,0.2763,0.2220,7,0.9464,0.3680,0.6849,0.9679,0.0001,0.3390,56.11,18.64,36.90,4.18,-4.91,-1.04,-0.0579,-0.4187,-0.2132
0,90,0.06,4.33,5,0,0.0402,0.0397,-0.2840,-0.2938,-0.3142,-0.3245,0.2717,0.1388,0.1329,6,0.9634,0.7885,0.8964,0.7427,0.0066,0.3159,36.32,13.52,23.21,3.90,-1.77,0.61,0.1934,-0.2304,-0.0073
0,90,0.06,4.05,4,0,0.0402,0.0265,-0.1075,-0.1382,-0.3128,-0.3572,0.3351,0.2591,0.0760,4,0.9656,0.6396,0.7999,0.7685,0.0102,0.3154,41.84,11.22,25.82,20.16,0.35,7.69,0.0873,-0.1576,-0.0565
0,90,0.06,2.40,5,0,0.2962,0.2835,0.2091,0.1617,0.1471,0.0870,0.4805,0.3254,0.1551,5,0.9136,0.5900,0.7794,0.8919,0.0041,0.3439,39.93,21.61,32.25,9.01,0.55,4.07,-0.0026,-0.2904,-0.0900
0,90,0.06,5.67,4,0,0.1526,0.1243,0.1241,0.0892,-0.0697,-0.1328,0.4380,0.4081,0.0299,4,0.9464,0.3661,0.7180,0.9054,0.0082,0.3185,53.52,18.64,33.40,5.92,0.07,2.28,0.0604,-0.3583,-0.1095
0,90,0.06,5.80,4,0,-0.0372,-0.0402,-0.2249,-0.2319,-0.4622,-0.4722,0.0757,0.0578,0.0179,4,0.9766,0.8116,0.9042,0.7285,0.0088,0.3111,35.20,12.17,23.13,9.70,5.48,7.13,0.2550,0.0651,0.1537
0,90,0.06,2.15,4,0,0.0261,0.0229,-0.2651,-0.2898,-0.3482,-0.3761,0.2350,0.1389,0.0961,4,0.8328,0.3162,0.5779,0.7746,0.0007,0.2657,72.00,30.92,45.90,22.06,1.66,7.36,0.1873,-0.0318,0.0931
0,90,0.06,7.54,8,0,0.0193,0.0152,-0.2538,-0.2767,-0.3665,-0.3936,0.2230,0.1392,0.0838,9,0.9673,0.7277,0.8756,0.7275,0.0019,0.3126,43.25,11.89,25.75,11.66,-5.16,-0.31,0.1980,-0.1978,0.0127
0,90,0.06,4.14,4,0,0.1979,0.1723,0.1507,0.1123,-0.0077,-0.0717,0.4571,0.3999,0.0572,4,0.9634,0.5400,0.7287,0.7762,0.0391,0.3368,28.23,11.72,21.36,13.94,3.54,7.32,-0.0132,-0.2342,-0.0829
0,90,0.06,4.58,4,0,0.2124,0.1946,0.1151,0.0705,-0.0027,-0.0651,0.4780,0.3585,0.1194,4,0.9395,0.5709,0.7745,0.6862,0.0271,0.3359,21.61,14.07,18.61,7.67,-2.17,2.01,0.0026,-0.0475,-0.0293
0,90,0.06,7.64,7,0,0.0397,0.0309,-0.1691,-0.1992,-0.3272,-0.3662,0.3086,0.2137,0.0948,7,0.9617,0.6020,0.7766,0.9733,0.0060,0.3533,44.74,15.91,29.96,10.43,-3.31,1.94,0.1522,-0.1513,0.0224
0,90,0.06,6.04,6,0,0.0706,0.0651,-0.1798,-0.2166,-0.2644,-0.3066,0.3527,0.2131,0.1396,6,0.9219,0.6982,0.8031,0.9300,0.0291,0.3472,40.77,21.90,31.43,18.16,-2.42,2.00,-0.0194,-0.3004,-0.1652
0,90,0.06,3.81,5,0,0.0113,0.0068,-0.2511,-0.2716,-0.3839,-0.4089,0.2032,0.1312,0.0720,5,0.8551,0.3357,0.6615,0.9325,0.0001,0.3245,58.27,25.27,39.96,20.40,-1.66,5.06,0.2503,-0.1399,0.0845
0,90,0.06,12.03,9,0,0.0098,0.0091,-0.3327,-0.3481,-0.3639,-0.3800,0.1409,0.0750,0.0659,9,0.9635,0.8264,0.9021,0.7671,0.0294,0.3373,29.83,15.21,22.94,0.90,-8.27,-3.63,0.2757,-0.0773,0.0476
0,90,0.06,4.18,3,0,-0.0605,-0.0678,-0.1604,-0.1716,-0.4613,-0.4798,0.1328,0.1153,0.0175,4,0.9605,0.8161,0.8781,0.8110,0.0227,0.3415,30.81,14.67,23.18,13.91,1.12,6.39,0.2649,0.0850,0.1547
0,90,0.06,12.42,8,0,0.0092,0.0033,-0.2259,-0.2473,-0.3871,-0.4145,0.2178,0.1484,0.0694,8,0.9656,0.7304,0.8628,0.8405,0.0141,0.3322,35.69,11.22,23.45,11.78,-8.38,-3.21,0.2332,-0.0850,0.0717
0,90,0.06,2.52,1,1,0.0466,0.0247,-0.0119,-0.0423,-0.2603,-0.3127,0.3697,0.3322,0.0375,2,0.8154,0.8142,0.8148,0.7490,0.1079,0.3467,32.37,30.28,31.32,8.30,2.92,5.61,0.0612,-0.1532,-0.0460
0,90,0.06,10.64,8,0,-0.0547,-0.0582,-0.1961,-0.2026,-0.4736,-0.4836,0.0737,0.0604,0.0133,8,0.9727,0.6557,0.8079,0.9557,0.0123,0.3009,40.75,12.94,29.83,-0.48,-6.76,-4.41,0.4040,-0.0485,0.2164
0,90,0.06,6.82,5,0,0.0447,0.0368,-0.1788,-0.2098,-0.3190,-0.3579,0.3121,0.2089,0.1032,5,0.9675,0.4163,0.8142,0.7904,0.0053,0.3073,64.79,13.66,29.01,11.28,-0.35,4.25,0.0856,-0.2486,-0.0988
0,90,0.06,4.45,6,0,0.0070,-0.0090,-0.0898,-0.1158,-0.3469,-0.3890,0.3043,0.2597,0.0446,6,0.9348,0.7601,0.8664,0.8010,0.0175,0.3220,40.77,18.28,26.26,7.20,-1.57,1.90,0.0772,-0.2520,-0.0909
0,90,0.06,8.75,8,0,-0.0840,-0.0867,-0.1633,-0.1671,-0.4888,-0.4953,0.0464,0.0416,0.0047,8,0.9549,0.3819,0.8063,0.9585,0.0001,0.3367,54.36,16.24,29.60,2.66,-5.39,-2.63,0.4080,0.1438,0.2627
0,90,0.06,3.63,5,0,-0.0443,-0.0465,-0.2199,-0.2246,-0.4705,-0.4775,0.0523,0.0408,0.0115,5,0.8488,0.3983,0.6940,0.9171,0.0172,0.3429,48.78,26.44,34.13,8.02,0.53,3.06,0.4182,0.2520,0.3162
0,90,0.06,2.87,3,0,0.0108,-0.0022,-0.0136,-0.0283,-0.2872,-0.3376,0.3413,0.3336,0.0077,3,0.9835,0.8623,0.9207,0.7546,0.0777,0.3387,21.98,10.35,17.45,8.78,1.57,4.39,0.0403,-0.2634,-0.0867
0,90,0.06,3.00,3,1,-0.0152,-0.0164,-0.2825,-0.2874,-0.4388,-0.4450,0.0497,0.0329,0.0167,4,0.8591,0.5059,0.7372,0.7693,0.0002,0.3083,52.55,28.45,36.74,3.47,-0.27,1.98,0.4328,0.1302,0.3044
0,90,0.06,5.88,2,0,0.1252,0.1216,-0.1104,-0.1507,-0.1569,-0.2009,0.4324,0.2406,0.1917,2,0.9441,0.7408,0.8424,0.8601,0.0324,0.3429,33.74,19.30,26.52,12.19,6.61,9.40,0.0009,-0.3930,-0.1961
0,90,0.06,3.16,4,0,-0.0038,-0.0061,-0.2863,-0.2979,-0.4145,-0.4283,0.1134,0.0719,0.0414,4,0.7704,0.2508,0.4132,0.7637,0.0006,0.2111,78.89,35.59,64.46,14.39,2.13,9.21,0.2925,-0.0899,0.0836
0,90,0.06,3.62,5,0,-0.0180,-0.0197,-0.2705,-0.2767,-0.4426,-0.4505,0.0633,0.0432,0.0202,5,0.8782,0.6882,0.8321,0.8273,0.0261,0.3420,34.88,21.90,26.44,20.58,0.18,6.07,0.3902,0.1399,0.2646
0,90,0.06,5.70,7,0,-0.1124,-0.1181,-0.1213,-0.1272,-0.4851,-0.4966,0.0779,0.0770,0.0009,7,0.9521,0.7984,0.8794,0.8280,0.0064,0.3417,31.23,14.82,22.42,5.94,-3.76,1.27,0.3187,-0.0032,0.2066
0,90,0.06,2.38,3,0,0.1149,0.1148,-0.1491,-0.1502,-0.1961,-0.1974,0.4210,0.2111,0.2098,3,0.8995,0.3834,0.7206,0.6926,0.0329,0.2795,66.69,25.32,39.39,5.16,2.35,3.82,-0.0787,-0.3797,-0.2188
0,90,0.06,10.16,6,0,0.0874,0.0732,-0.0660,-0.1033,-0.2325,-0.2840,0.3970,0.2933,0.1037,6,0.9579,0.5263,0.7014,0.7555,0.0203,0.3207,37.00,12.32,26.41,0.48,-6.07,-3.09,0.0808,-0.3232,-0.0439
0,90,0.06,6.47,6,0,0.1095,0.0912,-0.0030,-0.0412,-0.1827,-0.2392,0.4230,0.3342,0.0888,6,0.7665,0.4210,0.5929,0.9294,0.0003,0.3084,57.21,32.41,43.89,-0.10,-3.47,-1.35,0.0595,-0.3957,-0.1992
0,90,0.06,5.77,6,0,-0.0004,-0.0006,-0.3535,-0.3565,-0.3897,-0.3928,0.0274,0.0147,0.0127,6,0.8966,0.5151,0.7533,0.9030,0.0024,0.3327,55.91,21.53,32.89,4.60,-3.55,0.46,0.3957,0.1927,0.3247
0,90,0.06,7.15,4,0,-0.0061,-0.0073,-0.3028,-0.3102,-0.4190,-0.4277,0.0720,0.0446,0.0274,4,0.9575,0.6787,0.8305,0.8759,0.0119,0.3323,44.30,15.93,30.04,8.99,-3.89,0.64,0.1414,0.0230,0.0798
0,90,0.06,3.31,5,0,-0.0403,-0.0523,-0.1286,-0.1464,-0.4207,-0.4506,0.2134,0.1872,0.0262,5,0.9142,0.6540,0.7467,0.8191,0.0247,0.3179,45.47,17.06,35.31,12.83,-0.94,4.57,-0.0682,-0.1900,-0.1339
0,90,0.06,4.39,6,0,0.0137,0.0117,-0.2977,-0.3166,-0.3698,-0.3907,0.1775,0.1023,0.0752,6,0.8117,0.5489,0.6789,0.9522,0.0016,0.2882,47.32,35.69,42.64,8.03,-1.45,1.45,0.2662,0.0402,0.1481
0,90,0.06,4.71,4,0,-0.0527,-0.0566,-0.1959,-0.2033,-0.4709,-0.4821,0.0831,0.0679,0.0152,4,0.9652,0.3753,0.5893,0.9883,0.0045,0.3304,56.11,14.64,40.64,7.53,0.25,3.04,0.4152,-0.0035,0.2818
0,90,0.06,4.73,8,0,-0.0021,-0.0025,-0.3349,-0.3393,-0.4028,-0.4076,0.0413,0.0235,0.0178,8,0.9469,0.3834,0.7092,0.7725,0.0053,0.2635,66.69,14.51,41.62,3.13,-2.93,-0.10,0.3797,0.1016,0.2469
0,90,0.06,4.34,4,0,0.0542,0.0509,-0.2280,-0.2615,-0.2883,-0.3250,0.3133,0.1787,0.1346,4,0.9159,0.6044,0.7815,0.8904,0.0000,0.3437,40.57,21.55,30.13,12.57,-0.28,3.94,0.1475,-0.0921,0.0376
0,90,0.06,6.47,5,0,0.0987,0.0977,-0.1735,-0.1861,-0.2175,-0.2311,0.3977,0.2054,0.1924,6,0.9675,0.4817,0.8146,0.8046,0.0119,0.3101,56.57,12.71,28.40,11.63,-4.37,2.16,-0.0856,-0.2649,-0.1611
0,90,0.06,2.22,4,0,0.1012,0.0864,-0.0451,-0.0839,-0.2067,-0.2603,0.4129,0.3058,0.1070,4,0.9788,0.6283,0.8178,0.9000,0.0215,0.3378,33.57,10.28,21.50,12.10,2.62,6.60,-0.0292,-0.3855,-0.1467
0,90,0.06,12.24,10,0,0.1359,0.1135,0.0592,0.0211,-0.1240,-0.1845,0.4404,0.3697,0.0707,10,0.9088,0.4017,0.6978,0.8585,0.0118,0.3292,44.49,13.30,26.60,-3.50,-9.28,-6.87,0.0579,-0.3573,-0.0359
0,90,0.06,2.10,3,0,0.0291,0.0240,-0.2312,-0.2577,-0.3479,-0.3795,0.2592,0.1639,0.0954,4,0.8974,0.7309,0.8280,0.7608,0.0369,0.3286,43.41,21.72,28.85,6.88,2.60,4.26,0.1928,-0.0213,0.0809
0,90,0.06,5.94,7,0,0.1331,0.1321,0.1017,0.1006,-0.0809,-0.1439,0.4224,0.4214,0.0010,7,0.9393,0.0071,0.5318,0.8284,0.0006,0.3186,70.17,19.61,36.81,18.27,-3.79,0.74,0.0213,-0.2448,-0.0979
